,NOSE_x,NOSE_y,LEFT_SHOULDER_x,LEFT_SHOULDER_y,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,LEFT_ELBOW_x,LEFT_ELBOW_y,RIGHT_ELBOW_x,RIGHT_ELBOW_y,LEFT_WRIST_x,LEFT_WRIST_y,RIGHT_WRIST_x,RIGHT_WRIST_y,LEFT_INDEX_x,LEFT_INDEX_y,RIGHT_INDEX_x,RIGHT_INDEX_y,LEFT_HIP_x,LEFT_HIP_y,RIGHT_HIP_x,RIGHT_HIP_y,LEFT_KNEE_x,LEFT_KNEE_y,RIGHT_KNEE_x,RIGHT_KNEE_y,LEFT_ANKLE_x,LEFT_ANKLE_y,RIGHT_ANKLE_x,RIGHT_ANKLE_y,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,CENTER_HIP_x,CENTER_HIP_y,CENTER_SHOULDER_x,CENTER_SHOULDER_y,Angle_upper_arms,Angle_elbow_L,Angle_elbow_R,Angle_thighs,Angle_knee_L,Angle_knee_R,Angle_shoulder_L,Angle_shoulder_R,Angle_hip_L,Angle_hip_R,width,height,pose_num
261,124.14,82.21,116.65,106.46,113.74,77.99,116.71,128.52,111.13,55.90,121.05,148.69,113.95,33.78,122.28,153.93,115.51,26.29,89.04,107.49,75.96,100.56,106.69,135.74,60.40,133.23,126.94,162.13,45.09,166.40,144.18,169.23,44.67,172.51,82.50,104.02,115.20,92.23,173.41,12.02,13.99,57.46,5.51,0.68,70.30,103.11,102.16,44.70,275,183,4
262,150.56,79.42,142.89,114.44,127.68,80.64,142.30,140.75,128.53,56.01,146.13,166.28,133.30,29.66,147.59,173.04,134.87,20.45,103.36,127.09,88.79,118.36,128.45,155.43,66.27,153.06,151.04,186.73,49.81,187.47,170.48,193.57,49.85,200.29,96.07,122.73,135.28,97.54,179.30,9.81,8.29,74.51,5.69,7.43,56.01,124.69,98.80,24.29,225,225,4
263,146.22,87.13,130.04,122.06,127.55,79.13,127.60,156.87,126.49,50.21,129.05,189.56,126.47,22.78,130.52,198.99,126.92,13.66,83.76,122.85,67.25,110.83,110.52,162.39,45.28,157.08,137.52,202.34,25.67,202.23,160.32,211.87,24.90,214.49,75.51,116.84,128.80,100.59,173.88,6.56,2.06,59.50,0.03,1.94,69.04,104.85,107.13,47.63,225,225,4
264,169.98,94.05,145.44,118.85,145.93,87.51,146.60,148.31,143.41,59.32,147.62,175.42,142.75,31.69,149.96,183.49,144.09,22.41,101.45,117.16,92.71,112.91,127.83,152.97,72.34,149.66,148.46,186.23,55.78,183.83,160.50,194.84,51.24,198.33,97.08,115.04,145.68,103.18,177.15,0.11,3.74,65.39,4.58,3.15,78.55,98.60,112.68,47.29,239,211,4
265,155.22,92.91,137.00,119.66,137.76,84.10,136.59,148.56,139.47,57.42,144.12,176.04,145.38,30.10,148.94,183.06,146.59,21.51,89.31,114.32,77.22,104.31,115.08,151.86,58.86,144.09,145.83,181.95,44.06,180.79,163.82,185.23,52.15,191.51,83.26,109.32,137.38,101.88,177.16,16.15,8.55,59.24,11.16,2.81,81.36,101.48,116.64,57.40,259,194,4
266,177.54,108.23,164.43,135.51,156.85,89.22,169.86,164.35,150.42,58.23,176.69,195.35,149.16,26.57,182.98,202.48,151.61,16.68,116.58,142.45,92.98,128.74,146.87,166.53,61.41,163.10,179.35,201.54,32.06,201.19,207.78,203.49,21.30,211.01,104.78,135.59,160.64,112.36,178.93,1.75,9.46,94.09,8.67,4.96,78.09,100.84,118.93,24.85,226,223,4
267,180.11,61.86,172.59,93.46,165.89,61.95,169.97,115.79,168.22,38.76,171.61,139.29,170.62,20.75,173.23,143.40,172.19,14.81,140.67,105.93,123.14,99.64,162.58,126.78,107.88,126.76,182.10,149.62,94.46,152.52,198.77,154.59,93.49,160.55,131.90,102.78,169.24,77.71,179.05,10.68,1.84,75.78,5.90,1.86,49.43,129.62,102.53,26.75,290,174,4
268,138.57,87.63,119.18,113.45,117.71,81.82,121.51,140.18,114.14,53.06,131.91,159.47,113.60,26.53,138.00,164.76,116.85,19.39,77.41,107.19,65.49,96.65,106.59,131.66,41.09,128.37,129.13,157.35,20.09,160.96,145.54,165.25,15.88,170.21,71.45,101.92,118.44,97.64,177.91,23.34,5.91,87.59,8.75,4.77,89.78,88.13,134.81,47.23,284,177,4
269,128.23,80.96,118.52,108.44,110.83,81.05,116.61,131.05,108.18,55.71,115.99,154.47,108.05,35.15,117.83,159.86,109.68,27.10,86.26,116.30,72.91,108.47,103.57,146.92,56.68,139.33,121.71,169.12,43.10,170.12,137.74,173.76,36.07,179.37,79.59,112.39,114.68,94.74,169.21,3.30,5.58,57.21,9.78,3.94,58.48,110.73,92.78,35.57,273,184,4
270,193.32,86.00,169.71,112.11,168.58,75.83,166.60,142.82,160.40,48.48,172.05,165.41,155.79,20.51,175.69,171.52,155.69,10.52,123.47,114.23,108.31,103.85,157.52,140.68,74.44,137.47,187.59,170.85,45.25,171.58,211.76,176.25,47.36,185.29,115.89,109.04,169.15,93.97,157.55,19.38,7.31,97.38,7.26,4.66,68.40,89.15,126.36,28.98,257,196,4
271,193.73,86.16,177.33,109.21,176.84,74.47,177.54,135.91,171.80,45.41,180.84,159.88,171.25,19.41,184.00,166.27,172.17,10.44,131.30,105.01,117.80,94.21,155.12,139.13,96.11,129.27,181.58,163.48,76.29,163.52,198.59,169.44,74.44,178.05,124.55,99.61,177.08,91.84,170.62,7.36,8.64,66.66,12.47,1.68,82.05,88.57,116.51,49.85,275,183,4
272,218.16,69.59,202.68,104.75,198.82,64.49,203.39,133.75,201.52,29.92,205.58,158.15,207.73,0.97,209.08,162.81,211.11,-8.90,154.11,105.98,136.28,94.38,190.75,134.43,104.47,128.80,214.13,160.83,75.30,159.34,233.57,162.09,68.93,168.50,145.19,100.18,200.75,84.62,174.12,3.73,7.63,94.93,10.65,0.92,75.75,110.13,126.52,31.59,310,163,4
273,182.08,82.30,169.47,113.77,165.27,76.66,168.99,141.85,161.50,47.72,171.51,168.45,161.96,21.05,176.82,174.76,164.70,12.47,125.54,115.28,109.94,107.32,151.94,149.91,90.49,144.49,176.52,179.12,75.50,178.80,197.05,185.30,77.15,189.21,117.74,111.30,167.37,95.22,171.60,6.38,8.40,64.96,2.76,4.04,71.07,100.54,109.36,44.41,259,194,4
274,186.21,74.94,179.09,100.14,173.31,70.58,180.71,122.42,167.21,50.72,189.59,141.69,168.11,29.53,192.66,146.32,169.14,22.57,142.50,97.00,131.16,88.54,158.70,123.07,118.89,120.37,178.61,146.03,110.62,145.48,194.33,147.75,108.90,151.41,136.83,92.77,176.20,85.36,167.07,20.62,19.49,52.94,9.06,2.86,83.48,83.59,111.20,58.26,300,168,4
275,184.63,60.46,173.64,86.93,167.38,59.59,169.93,108.75,166.27,35.87,169.27,127.33,168.05,15.89,168.90,133.63,170.33,9.15,145.56,99.71,130.93,92.62,160.25,129.49,114.84,121.69,177.84,153.48,102.91,149.24,192.50,158.98,102.09,160.99,138.24,96.17,170.51,73.26,167.68,7.62,7.76,55.23,9.98,5.55,44.98,122.70,80.89,25.66,300,168,4
276,155.02,114.77,140.89,140.71,140.94,107.14,134.88,167.00,137.30,82.55,139.05,180.44,139.51,57.70,144.50,182.79,141.72,48.31,97.34,130.44,86.39,117.90,118.73,159.00,67.42,153.58,139.59,187.54,50.13,186.34,159.98,188.58,49.53,194.08,91.87,124.17,140.91,123.93,158.71,30.12,13.49,64.85,0.68,0.19,76.83,81.88,126.55,61.70,225,225,4
277,179.12,92.22,163.96,121.12,164.19,87.53,164.04,146.69,170.33,64.43,167.17,165.08,178.22,43.24,170.04,169.59,182.60,36.67,124.02,116.33,109.92,107.40,151.71,143.64,89.18,137.49,171.31,166.33,66.59,165.13,188.01,170.02,55.45,172.53,116.97,111.86,164.08,104.32,164.93,9.45,5.55,79.97,4.57,4.69,81.10,113.97,126.30,46.33,275,183,4
278,179.43,90.41,165.72,113.04,160.35,77.57,172.96,140.49,162.30,51.15,179.71,163.79,162.36,25.08,182.83,169.08,161.44,15.60,122.86,117.41,107.92,109.76,150.77,142.91,79.98,137.41,176.62,167.16,60.05,167.31,194.26,171.46,53.79,180.96,115.39,113.58,163.03,95.31,160.99,1.38,4.11,92.88,0.74,11.62,83.78,115.22,116.59,23.70,259,194,4
279,143.86,90.99,136.87,120.45,129.43,91.46,131.22,143.46,130.32,69.12,131.17,165.64,136.10,49.82,131.42,171.70,140.57,43.96,100.41,127.22,88.09,118.28,121.16,151.31,72.50,145.41,140.68,173.50,58.16,176.92,158.21,180.91,65.17,185.14,94.25,122.75,133.15,105.95,168.48,13.68,14.39,70.63,0.59,5.41,52.85,115.64,107.38,36.76,225,225,4
280,164.05,82.27,148.14,107.50,144.57,75.02,151.26,134.43,139.21,49.34,157.85,159.25,140.00,24.28,161.57,164.35,142.15,16.32,107.57,104.98,94.71,97.08,132.54,140.23,74.13,133.12,160.91,169.31,57.29,168.49,180.78,173.30,58.24,180.99,101.14,101.03,146.36,91.26,174.80,8.28,13.61,65.04,8.97,4.27,84.41,90.39,113.12,48.08,275,183,4
281,170.45,73.75,159.73,104.17,153.24,71.21,158.05,129.99,153.21,46.53,163.43,153.31,160.22,22.64,167.01,159.39,163.18,13.39,124.69,116.15,109.06,108.78,148.70,146.29,87.00,140.24,174.51,175.19,67.26,172.14,192.07,180.07,70.76,184.92,116.88,112.47,156.49,87.69,176.19,16.71,16.46,73.59,3.23,3.29,54.25,121.94,96.52,22.93,259,194,4
282,184.04,67.41,168.94,97.46,161.95,66.98,163.63,123.51,163.14,39.50,162.88,147.99,164.37,16.49,163.72,155.80,166.13,8.51,132.28,108.11,116.80,101.06,151.36,143.67,100.36,136.26,172.32,171.93,87.72,169.58,187.79,177.01,84.15,177.39,124.54,104.58,165.45,82.22,170.94,9.80,0.58,53.25,8.35,4.28,49.79,121.15,89.54,36.29,275,183,4
283,151.22,95.00,139.12,123.67,134.75,93.86,141.07,145.54,135.99,70.60,143.78,165.93,135.93,48.40,145.44,173.36,138.04,40.90,104.52,126.09,93.06,117.12,120.74,153.90,78.16,147.74,142.25,178.80,62.62,177.64,156.24,181.85,55.82,189.24,98.79,121.60,136.94,108.77,171.88,2.49,3.18,56.19,10.57,1.52,76.48,111.63,101.64,45.45,225,224,4
284,167.71,94.64,152.28,112.10,150.82,83.30,148.41,135.64,150.53,59.44,152.87,151.79,154.82,39.11,155.34,156.39,157.15,32.35,119.88,117.97,107.47,111.02,144.80,143.74,85.52,135.98,167.37,165.87,65.53,164.41,185.39,171.89,72.16,173.24,113.68,114.50,151.55,97.70,169.97,24.77,12.60,85.38,1.52,6.23,56.74,113.23,110.12,24.74,258,195,4
285,146.34,92.33,134.07,117.15,132.70,83.07,134.14,143.44,135.20,56.48,133.71,169.02,139.46,32.19,133.55,174.81,142.01,24.15,96.85,122.34,81.95,114.83,117.97,153.20,66.14,151.68,139.41,185.69,56.28,185.70,154.48,192.69,53.67,195.29,89.40,118.58,133.39,100.11,174.49,1.10,4.59,57.61,0.97,7.07,67.36,118.16,101.60,43.99,237,212,4
286,181.45,100.01,170.95,117.48,168.50,93.70,176.43,135.02,164.51,77.86,182.60,153.63,162.11,59.77,184.13,158.32,162.74,53.54,141.22,113.16,132.32,106.01,159.26,133.21,118.81,131.65,172.37,155.56,108.01,157.38,184.34,159.65,106.09,164.08,136.77,109.59,169.73,105.59,176.80,1.01,6.58,69.77,11.59,5.00,100.44,82.77,125.07,55.30,275,183,4
287,181.25,86.23,166.44,104.83,166.50,78.75,169.33,125.80,168.01,59.61,174.01,144.92,170.75,40.16,176.03,149.77,173.03,33.41,129.14,98.37,122.40,89.81,145.73,125.48,106.57,121.13,163.78,149.55,100.03,148.42,177.69,151.70,104.21,157.40,125.77,94.09,166.47,91.79,167.67,5.91,3.52,58.27,5.40,13.33,94.61,97.72,118.23,59.97,284,178,4
288,185.02,103.79,166.70,125.59,165.01,97.06,165.25,150.49,162.12,73.49,165.13,172.53,161.58,50.46,170.03,175.24,162.70,42.78,122.45,117.30,124.37,112.11,91.11,139.94,147.14,141.50,68.08,163.93,167.14,169.77,80.76,170.51,182.95,172.93,123.41,114.70,165.85,111.33,169.66,3.04,5.67,91.92,10.33,2.49,82.11,87.55,31.30,123.22,266,190,4
289,187.35,74.30,178.67,102.10,171.12,74.74,177.13,125.08,168.76,51.82,179.21,147.18,171.26,30.22,180.44,152.59,173.34,23.19,138.80,106.92,127.40,99.28,162.30,137.05,106.97,130.32,187.02,161.57,90.06,164.06,204.06,168.42,85.75,171.59,133.10,103.10,174.90,88.42,170.30,9.19,12.46,71.30,7.29,6.74,66.82,103.48,108.60,37.30,265,190,4
290,185.83,81.61,169.82,104.24,169.77,69.29,174.87,131.78,171.81,44.80,183.02,159.33,171.70,19.79,185.50,166.47,174.94,12.84,123.89,93.39,113.16,86.09,147.72,130.96,88.47,126.58,169.81,165.39,69.98,166.12,187.71,169.85,66.06,178.88,118.53,89.74,169.80,86.77,164.88,6.11,4.97,63.77,0.29,6.33,97.06,98.06,119.07,55.30,259,194,4
291,162.92,80.85,147.39,103.57,149.15,71.37,147.48,128.66,146.64,44.37,150.22,149.76,148.38,19.05,156.18,153.72,150.50,11.09,105.99,89.44,94.90,80.65,129.36,119.35,77.68,117.73,148.79,150.99,68.22,151.54,167.21,154.43,61.93,163.05,100.44,85.05,148.27,87.47,174.90,7.18,9.25,62.93,6.46,9.30,93.12,81.79,130.92,67.98,301,167,4
292,168.83,67.42,163.47,96.91,154.65,67.53,160.46,118.53,152.23,43.51,158.84,137.76,151.31,22.08,160.79,143.04,152.49,14.93,132.36,108.36,117.79,99.74,153.64,136.11,98.80,129.37,174.65,158.83,80.87,157.98,190.64,162.73,78.42,165.43,125.07,104.05,159.06,82.22,166.32,3.11,3.28,70.14,5.28,0.58,49.36,116.96,94.77,24.62,270,187,4
293,185.57,89.90,171.07,113.64,167.43,81.05,165.33,138.98,164.55,58.92,173.47,156.86,165.06,36.25,177.74,160.51,165.79,28.20,133.04,114.42,120.57,103.69,156.82,139.32,94.65,132.03,179.74,160.72,72.98,160.26,201.35,159.32,75.43,170.48,126.81,109.06,169.25,97.35,159.82,37.25,8.68,86.12,3.29,4.93,61.81,98.01,118.25,32.13,275,183,4
294,132.75,167.74,115.04,192.28,116.07,159.16,112.20,215.65,115.59,135.03,118.09,234.68,116.64,109.86,120.43,239.79,117.61,99.83,74.13,191.51,61.28,182.29,101.18,214.80,37.23,210.95,125.46,242.16,14.20,241.77,150.42,246.38,14.17,252.51,67.70,186.90,115.55,175.72,171.92,24.15,3.53,89.27,7.68,3.23,69.91,102.01,126.12,36.85,168,300,4
295,167.57,83.95,157.36,116.22,154.69,79.98,157.45,145.45,155.75,51.46,163.83,170.66,160.80,26.12,165.79,178.58,162.84,18.64,114.07,117.68,100.37,107.40,138.76,150.60,84.16,142.01,165.01,179.84,63.66,178.40,185.10,186.57,75.63,186.52,107.22,112.54,156.03,98.10,177.71,14.05,9.13,61.98,5.04,4.29,73.68,108.61,110.40,48.42,259,194,4
296,153.03,127.23,142.25,147.57,139.75,125.62,142.81,172.91,138.75,103.53,148.59,192.17,140.32,79.96,152.48,197.60,142.75,74.83,105.00,153.77,95.35,146.45,128.89,174.39,70.62,171.84,149.77,197.46,54.33,200.25,165.25,198.44,47.91,206.48,100.18,150.11,141.00,136.59,178.68,15.43,6.40,93.44,7.05,14.40,72.95,105.73,120.88,27.44,225,225,4
297,161.33,66.87,159.63,92.10,150.34,68.54,162.11,115.13,143.69,49.25,163.55,135.35,141.75,29.66,165.51,140.90,140.67,23.43,126.53,102.29,115.37,94.70,146.73,127.71,99.55,119.55,165.84,146.45,86.30,145.30,183.87,152.92,84.15,152.76,120.95,98.49,154.99,80.32,167.12,2.09,13.39,70.96,7.09,5.26,68.04,99.08,100.37,29.41,294,172,4
298,155.07,92.78,143.65,129.95,132.71,96.18,139.77,157.98,128.73,70.43,139.79,186.07,130.83,45.92,141.35,192.47,132.65,38.04,103.74,143.30,86.78,134.70,129.02,177.94,70.06,170.49,151.39,207.88,56.92,205.30,172.31,217.24,53.50,220.10,95.26,139.00,138.18,113.07,163.33,7.92,13.69,61.17,0.64,4.38,50.97,112.36,94.98,33.80,225,225,4
299,72.80,67.45,91.57,89.00,57.29,90.87,103.91,112.95,43.69,113.05,78.81,109.69,66.89,109.19,74.82,101.54,69.95,100.73,85.12,143.40,62.10,144.91,122.16,158.61,26.35,158.90,127.97,199.49,20.06,200.02,146.92,208.48,3.24,208.23,73.61,144.16,74.43,89.93,58.75,124.66,130.95,136.32,59.59,59.94,28.11,30.64,68.54,67.78,225,225,5
300,270.74,76.63,297.23,105.27,240.86,106.39,345.29,116.70,193.69,115.45,355.04,72.22,183.22,72.02,356.67,56.85,183.14,57.50,286.71,193.50,251.32,193.94,352.02,205.72,187.71,207.79,353.49,280.51,188.60,281.31,384.81,295.29,156.84,295.41,269.02,193.72,269.04,105.83,155.76,91.01,87.31,157.11,78.27,78.41,76.64,79.12,79.42,77.70,540,360,5
301,137.50,10.76,159.77,43.45,114.86,43.17,165.34,84.36,107.73,82.90,143.08,58.00,133.59,58.87,141.18,47.16,135.78,47.53,149.63,110.76,120.43,110.51,204.98,121.94,65.46,124.41,207.94,175.65,54.63,176.34,230.75,184.49,35.69,185.33,135.03,110.64,137.31,43.31,17.92,147.58,143.06,154.39,75.44,64.02,9.70,8.22,80.53,73.86,275,183,5
302,306.70,152.34,371.78,226.72,230.21,224.83,479.50,240.35,125.70,227.98,491.75,141.75,126.85,126.18,483.80,108.65,137.74,92.30,345.84,414.29,251.63,410.73,495.64,472.13,104.10,472.92,489.95,615.80,117.41,611.80,553.35,655.76,54.34,655.62,298.73,412.51,300.99,225.77,171.06,90.13,92.38,136.03,71.15,72.61,83.48,87.58,69.58,66.45,1280,720,5
303,507.85,114.47,575.47,187.97,446.31,188.77,660.67,197.11,359.80,200.00,724.89,129.71,289.57,134.37,731.05,101.54,273.31,109.72,551.38,349.81,473.14,349.64,663.50,403.03,358.43,402.81,660.41,524.22,356.23,522.46,714.81,554.94,302.53,555.62,512.26,349.72,510.89,188.37,166.48,52.51,50.46,129.73,66.07,64.08,83.39,83.09,64.12,65.61,1024,576,5
304,140.20,49.85,157.45,67.47,124.69,67.78,181.36,70.01,100.37,70.39,185.30,46.85,99.16,46.02,182.75,39.86,100.78,38.09,151.32,114.85,130.83,114.57,182.35,126.79,98.04,128.13,192.42,156.05,90.04,156.83,208.24,164.26,75.14,165.65,141.07,114.71,141.07,67.62,167.82,86.40,93.27,136.47,49.97,51.95,83.93,83.89,68.95,67.52,283,178,5
305,67.47,46.23,93.53,73.79,59.62,78.50,111.57,93.04,41.82,98.36,135.26,73.65,20.77,87.02,141.58,61.99,15.37,80.76,96.60,127.95,73.25,129.41,120.81,151.47,36.60,136.71,129.59,205.37,40.02,177.98,139.17,222.48,24.53,185.32,84.92,128.68,76.58,76.15,85.00,86.16,76.46,124.55,36.58,83.46,34.10,50.90,36.80,87.76,225,225,5
306,510.51,93.06,563.34,187.79,419.77,181.55,601.45,307.80,386.59,294.91,690.83,366.77,310.23,359.35,728.26,368.98,274.84,361.83,525.24,383.70,438.87,383.87,700.09,411.31,308.76,396.42,677.24,581.12,302.21,578.99,709.33,653.89,283.46,649.27,482.06,383.79,491.55,184.67,33.93,38.96,33.53,165.52,88.69,82.44,20.35,13.58,83.75,81.76,1024,682,5
307,125.39,59.18,144.01,83.97,103.36,83.06,154.32,112.82,91.38,110.69,127.39,103.29,118.51,102.90,124.84,93.93,121.65,93.65,135.35,128.23,109.97,127.23,170.97,133.36,73.02,133.84,177.83,172.13,70.74,175.95,193.89,180.76,53.89,185.29,122.66,127.73,123.68,83.51,43.10,129.16,129.47,161.67,71.77,76.78,20.99,22.11,83.13,78.54,256,197,5
308,113.88,71.57,134.33,92.34,90.40,92.43,166.01,89.51,60.78,88.87,170.40,58.70,55.75,58.51,177.61,53.87,49.18,53.83,125.48,147.96,98.98,148.82,171.76,157.69,52.41,154.09,173.38,199.55,52.29,198.09,193.14,210.64,31.70,209.40,112.23,148.39,112.37,92.39,168.04,76.79,73.75,161.68,75.91,83.39,95.24,96.71,78.27,83.41,225,225,5
309,1267.92,565.21,1537.78,936.34,978.95,964.23,1981.63,1002.23,561.06,1024.61,1985.72,584.63,514.18,623.49,1935.83,465.75,553.83,498.11,1474.54,1761.15,1127.38,1781.18,2068.42,1897.62,553.65,1934.69,2026.02,2487.35,604.11,2521.86,2239.65,2665.03,377.31,2671.27,1300.96,1771.16,1258.36,950.28,163.33,97.88,91.56,152.08,81.17,79.93,78.59,84.75,74.09,77.99,2500,3333,5
310,445.92,192.07,499.75,243.95,396.90,247.47,566.28,276.94,336.07,284.87,607.31,213.83,290.74,224.83,626.64,201.54,268.21,214.48,482.51,379.72,419.23,381.42,592.11,409.20,313.28,405.54,602.67,513.47,309.57,520.27,651.63,535.85,260.67,542.51,450.87,380.57,448.33,245.71,122.04,83.34,84.53,152.12,69.16,75.33,62.55,59.50,73.86,78.26,900,600,5
311,164.39,20.23,187.52,39.93,145.08,40.89,186.47,72.22,146.96,72.15,173.24,93.69,159.04,92.13,168.68,99.49,163.89,97.33,179.80,94.97,152.88,96.03,231.68,106.47,101.07,108.53,234.60,152.32,101.33,153.72,257.85,160.63,80.58,163.53,166.34,95.50,166.30,40.41,5.32,29.76,27.70,153.94,73.87,76.76,1.91,3.41,77.46,76.48,300,163,5
312,292.00,174.61,406.00,207.88,274.82,203.64,436.25,311.18,248.84,313.90,478.15,397.78,200.95,403.36,492.17,427.64,182.28,429.51,390.77,395.72,301.36,400.43,514.68,451.58,160.54,451.61,561.91,598.70,124.69,600.14,625.07,634.45,52.15,633.18,346.07,398.07,340.41,205.76,29.58,9.50,14.90,135.76,47.93,56.45,14.64,14.94,64.05,71.71,1280,720,5
313,669.50,253.30,763.72,383.45,567.82,373.81,924.75,398.33,409.37,382.99,971.38,254.84,378.15,239.02,971.28,198.21,387.47,184.46,718.48,672.72,591.52,671.72,853.35,867.63,466.68,876.18,907.96,1052.69,429.73,1045.01,942.80,1123.77,402.80,1110.80,655.00,672.22,665.77,378.63,171.41,77.28,81.08,66.09,18.24,19.06,86.82,84.58,36.78,29.31,1300,1390,5
314,149.14,12.93,173.99,16.32,124.32,14.93,190.61,44.27,106.37,44.11,153.26,42.96,143.28,43.36,149.91,32.21,146.83,32.59,164.78,81.16,133.81,82.06,217.83,99.39,81.57,99.13,211.80,140.88,86.86,142.96,231.65,154.40,64.56,154.89,149.29,81.61,149.15,15.63,62.33,122.76,122.75,142.94,79.30,78.79,30.62,31.71,70.91,72.03,306,165,5
315,116.53,80.42,134.93,97.02,100.03,98.09,160.60,98.20,75.30,99.85,162.71,74.80,72.99,75.69,160.34,68.29,75.23,67.17,129.80,142.85,109.24,143.60,161.58,151.79,75.81,151.92,162.12,186.99,77.33,187.32,173.55,197.11,63.92,196.85,119.52,143.23,117.48,97.56,173.30,87.50,88.59,150.31,73.41,78.48,84.81,88.49,71.73,78.58,225,225,5
316,112.68,42.28,142.16,75.25,87.70,74.90,164.22,113.62,59.53,114.14,171.56,93.73,58.79,90.27,166.32,80.10,64.57,75.68,131.42,134.04,97.86,133.94,191.05,137.85,39.62,138.16,157.74,183.97,75.88,184.58,179.79,197.29,52.75,197.18,114.64,133.99,114.93,75.07,65.58,129.87,142.55,172.21,122.19,123.84,30.18,35.40,86.63,85.57,225,225,5
317,864.11,826.06,1051.80,1062.24,686.81,1070.05,1268.28,1272.21,495.95,1302.38,1496.83,1092.09,281.40,1134.51,1562.17,1031.86,200.65,1068.39,1006.73,1571.62,764.04,1574.49,1405.03,1724.48,358.04,1715.68,1434.28,2112.14,347.66,2124.69,1614.52,2221.37,159.95,2224.82,885.38,1573.06,869.31,1066.15,85.28,82.37,88.64,139.83,64.69,69.37,44.06,41.22,67.19,72.64,1707,2560,5
318,985.22,666.30,1149.42,862.53,818.13,833.34,1247.94,548.89,714.75,519.96,1015.10,344.82,968.42,348.66,987.09,275.67,1001.98,286.65,1097.86,1484.58,823.62,1476.71,1490.20,1615.54,403.30,1603.45,1474.91,2039.89,403.20,2000.48,1542.62,2229.16,334.83,2193.73,960.74,1480.64,983.77,847.93,35.69,66.21,74.23,144.76,73.60,73.20,164.65,159.66,73.63,71.14,1920,2560,5
319,144.59,114.83,159.43,134.68,127.75,133.47,193.29,139.29,92.62,138.73,196.99,112.64,90.20,111.74,197.17,103.88,90.83,102.25,153.63,187.41,130.06,187.69,195.86,203.02,87.40,201.08,197.32,243.46,83.51,241.15,213.41,253.32,66.33,250.91,141.85,187.55,143.59,134.08,163.75,89.83,93.39,142.27,67.63,67.03,84.13,79.63,71.57,70.70,278,278,5
320,109.78,93.32,122.91,118.01,81.18,115.95,152.43,114.40,46.69,109.58,155.94,82.68,46.17,72.95,156.60,71.95,49.11,62.64,113.49,186.33,87.20,184.48,156.10,197.51,48.51,197.59,137.67,239.09,56.42,247.33,155.22,251.01,40.23,259.87,100.34,185.40,102.04,116.98,162.57,76.72,78.71,146.57,99.20,80.32,98.39,99.04,76.72,69.85,218,303,5
321,116.05,48.78,132.75,70.51,96.16,69.20,163.12,71.23,68.09,71.57,168.54,46.62,62.75,44.33,166.18,37.93,63.94,35.73,124.71,122.10,100.91,122.27,165.34,138.67,62.55,139.76,168.85,179.92,58.27,180.11,187.37,188.11,39.12,188.92,112.81,122.18,114.45,69.85,173.82,78.92,83.74,133.29,62.95,59.43,90.45,83.36,69.60,63.69,232,217,5
322,527.43,277.09,489.43,325.22,572.90,315.71,452.79,267.30,599.37,251.21,434.01,200.64,610.76,185.03,435.91,181.96,606.65,168.29,500.90,476.16,562.85,475.53,408.81,475.33,660.76,478.00,414.09,588.35,659.66,591.37,393.13,600.66,690.81,595.58,531.88,475.85,531.16,320.46,54.62,16.58,12.54,179.07,93.20,89.11,147.95,157.43,90.78,88.29,978,658,5
323,314.73,113.22,341.62,139.23,288.45,139.49,354.08,93.37,279.29,94.17,356.22,44.71,274.49,43.02,356.88,30.14,274.33,30.29,338.95,236.55,297.64,237.55,405.96,251.50,234.11,253.69,406.83,316.66,233.24,316.68,408.19,346.82,226.54,343.04,318.29,237.05,315.04,139.36,26.62,12.67,6.07,153.16,76.66,74.95,162.90,170.48,75.51,77.65,633,319,5
324,351.02,76.49,442.44,185.58,281.25,182.13,497.41,292.66,218.60,287.75,376.26,274.00,337.13,269.24,360.83,233.45,352.34,230.99,411.36,414.88,308.13,418.62,585.62,504.31,144.46,513.44,610.07,699.78,108.58,694.94,699.70,731.49,20.77,732.11,359.74,416.75,361.84,183.85,57.85,125.93,129.55,122.75,55.70,48.73,27.69,30.16,63.35,59.40,714,750,5
325,958.70,504.48,1108.37,663.26,812.80,670.37,1327.38,707.50,587.32,715.79,1352.85,496.93,566.55,503.39,1335.44,437.29,595.08,436.09,1061.72,1067.08,871.14,1065.84,1342.58,1198.49,586.05,1197.45,1346.19,1493.97,572.77,1495.91,1493.77,1571.13,431.60,1566.05,966.43,1066.46,960.58,666.81,157.19,94.52,95.80,130.14,64.22,62.67,77.74,79.45,64.09,66.06,1920,1920,5
326,120.36,46.52,128.61,68.27,89.99,69.27,104.48,98.25,89.85,97.66,87.30,77.08,111.92,75.21,86.80,69.86,117.76,66.43,132.32,128.10,105.86,129.54,171.91,123.07,56.09,122.64,179.63,179.50,61.56,172.43,183.72,203.82,56.97,196.27,119.09,128.82,109.30,68.77,38.55,102.11,135.77,164.86,89.46,104.16,48.08,9.53,87.98,107.16,225,225,5
